Entity,Code,Year,Electricity from coal (TWh),Electricity from gas (TWh),Electricity from hydro (TWh),Electricity from other renewables (TWh),Electricity from solar (TWh),Electricity from oil (TWh),Electricity from wind (TWh),Electricity from nuclear (TWh)
Equatorial Guinea,GNQ,2016,0,0.87138,0.56529,0,0,0,0,0
Equatorial Guinea,GNQ,2017,0,0.84224,0.43362,0,0,0,0,0
Equatorial Guinea,GNQ,2018,0,0.8413,0.58014,0,0,0,0,0
Equatorial Guinea,GNQ,2019,0,0.766726666666666,0.58641,0,0,0,0,0
Eritrea,ERI,2000,0,0,0,0,0.001,0.19646,0,0
Eritrea,ERI,2001,0,0,0,0,0.001,0.21808,0,0
Eritrea,ERI,2002,0,0,0,0,0.001,0.24252,0,0
Eritrea,ERI,2003,0,0,0,0,0.001,0.25944,0,0
Eritrea,ERI,2004,0,0,0,0,0.001,0.26508,0,0
Eritrea,ERI,2005,0,0,0,0,0.001,0.26978,0,0
Eritrea,ERI,2006,0,0,0,0,0.002,0.25098,0,0
Eritrea,ERI,2007,0,0,0,0,0.002,0.26884,0,0
Eritrea,ERI,2008,0,0,0,0,0.002,0.2679,0,0
Eritrea,ERI,2009,0,0,0,0,0.002,0.27542,0,0
Eritrea,ERI,2010,0,0,0,0,0.002,0.29046,0.002,0
Eritrea,ERI,2011,0,0,0,0,0.002,0.3008,0.002,0
Eritrea,ERI,2012,0,0,0,0,0.002,0.31114,0.002,0
Eritrea,ERI,2013,0,0,0,0,0.002,0.31772,0.002,0
Eritrea,ERI,2014,0,0,0,0,0.002,0.3243,0.002,0
Eritrea,ERI,2015,0,0,0,0,0.002,0.33088,0.002,0
Eritrea,ERI,2016,0,0,0,0,0.002,0.33746,0.002,0
Eritrea,ERI,2017,0,0,0,0,0.011,0.35438,0.002,0
Eritrea,ERI,2018,0,0,0,0,0.043,0.42394,0.002,0
Eritrea,ERI,2019,0,0,0,0,0.06,0.45496,0.002,0
Estonia,EST,2000,0,0.596,0.005,0.01325,0,7.899,0,0
Estonia,EST,2001,0,0.599,0.007,0.011,0,7.866,0,0
Estonia,EST,2002,0,0.529,0.006,0.023,0,7.968,0.001,0
Estonia,EST,2003,0,0.504,0.013,0.03,0,9.606,0.006,0
Estonia,EST,2004,0,0.487,0.022,0.03,0,9.757,0.008,0
Estonia,EST,2005,0,0.544,0.022,0.035331,0,9.55,0.054,0
Estonia,EST,2006,0,0.539,0.0135,0.04,0,9.063,0.076299,0
Estonia,EST,2007,0,0.344,0.0218219999999999,0.032955,0,11.701,0.090783,0
Estonia,EST,2008,0,0.423,0.027908,0.036638,0,9.961,0.133453,0
Estonia,EST,2009,0,0.108,0.0319879999999999,0.312779,0,8.13,0.195553,0
Estonia,EST,2010,0,0.303,0.026881,0.74001,0,11.617,0.276991999999999,0
Estonia,EST,2011,0,0.25,0.030028,0.781032999999999,0,11.464,0.368659,0
Estonia,EST,2012,0,0.126,0.042058,1.000903,0,10.364,0.433517,0
Estonia,EST,2013,0.013,0.089,0.025532,0.665,0,11.953,0.529039,0
Estonia,EST,2014,0.006,0.069,0.027034,0.758,0,10.982,0.60368,0
Estonia,EST,2015,0,0.062,0.0266,0.76,0,8.853,0.715,0
Estonia,EST,2016,0,0.074,0.035,0.885,0.009677,10.588,0.594,0
Estonia,EST,2017,0.0176,0.063,0.026,1.03770099999999,0.014492,11.035699,0.723,0
Estonia,EST,2018,0,0.058,0.015,1.307,0.030802,10.313,0.636,0
Estonia,EST,2019,0,0.043912758,0.00959794199999999,1.314232339,0.0336136999999999,5.926841403,0.719181878,0
Estonia,EST,2020,0,0.052646958,0.000705812999999997,1.319777292,0.0397533879999999,4.085226945,0.888554222,0
Estonia,EST,1985,,,0,0,0,,0,0
Estonia,EST,1986,,,0,0,0,,0,0
Estonia,EST,1987,,,0,0,0,,0,0
Estonia,EST,1988,,,0,0,0,,0,0
Estonia,EST,1989,,,0,0,0,,0,0
Estonia,EST,1990,,,0,0,0,,0,0
Estonia,EST,1991,,,0,0,0,,0,0
Estonia,EST,1992,,,0,0,0,,0,0
Estonia,EST,1993,,,0,0,0,,0,0
Estonia,EST,1994,,,0,0,0,,0,0
Estonia,EST,1995,,,0,0.006,0,,0,0
Estonia,EST,1996,,,0,0.005,0,,0,0
Estonia,EST,1997,,,0,0.008,0,,0,0
Estonia,EST,1998,,,0,0.012,0,,0,0
Estonia,EST,1999,,,0.004,0.012,0,,0,0
Ethiopia,ETH,2000,0,0,1.63,0.048999999999999995,0,0.02162,0,0
Ethiopia,ETH,2001,0,0,1.972,0.0451,0,0.01786,0,0
Ethiopia,ETH,2002,0,0,2.003,0.045,0,0.01974,0,0
Ethiopia,ETH,2003,0,0,2.257,0.048,0,0.01504,0,0
Ethiopia,ETH,2004,0,0,2.496,0.049,0,0.01692,0,0
Ethiopia,ETH,2005,0,0,2.805,0.053,0,0.01128,0,0
Ethiopia,ETH,2006,0,0,3.226,0.055,0,0.0094,0,0
Ethiopia,ETH,2007,0,0,3.351,0.044,0,0.15228,0,0
Ethiopia,ETH,2008,0,0,3.263,0.063,0.0001,0.43898,0,0
Ethiopia,ETH,2009,0,0,3.489,0.07300000000000001,0.0004,0.41736,0,0
Ethiopia,ETH,2010,0,0,4.882,0.078,0.0004,0.02914,0,0
Ethiopia,ETH,2011,0,0,6.199,0.053,0.0008,0.03478,0.03,0
Ethiopia,ETH,2012,0,0,7.314,0.0381,0.002,0.01128,0.192,0
Ethiopia,ETH,2013,0,0,8.255,0.0361,0.006,0.00752,0.356,0
Ethiopia,ETH,2014,0,0,8.923,0.0311,0.016,0.00282,0.5,0
Ethiopia,ETH,2015,0,0,9.577,0.0301,0.018,0.00376,0.76,0
Ethiopia,ETH,2016,0,0,11.635,0.0281,0.021,0.00376,0.78,0
Ethiopia,ETH,2017,0,0,12.55419,0.0281,0.022,0.00376,0.533,0
Ethiopia,ETH,2018,0,0,12.88782,0.029598,0.02,0.005,0.533,0
Ethiopia,ETH,2019,0,0,13.9914266666666,0.029430666666666598,0.02,0.00541333333333333,0.533,0
Europe,,1985,1139.320702,222.8931318,502.99454069999996,10.96141274,0.001010101,271.6322234,0.0574,695.5217842000001
Europe,,1986,1175.1517800000001,229.2425664,486.0931835,13.01880956,0.001010101,266.0630094,0.1336,738.8383337
Europe,,1987,1191.951896,239.9251728,529.5056594,12.87530129,0,265.7160131,0.1908,768.9284987999999
Europe,,1988,1173.293742,238.7699849,567.4690013999999,13.678099800000002,0.001010101,249.5818964,0.3297,846.2282843
Europe,,1989,1209.9099019999999,263.9655073,493.8059307,13.53727589,0.009090909,280.62710699999997,0.5154,886.8244254000001
Europe,,1990,1218.468435,255.14551540000002,502.4571504,18.95285263,0.0125,281.09268149999997,0.779460415,894.4116842
Europe,,1991,1209.139825,253.84623919999999,513.0917745,19.549432999999997,0.0155,277.872012,0.980027988,917.7954737
Europe,,1992,1158.96842,245.0076766,529.6566497,20.709603,0.027088,270.2348559,1.53504808,924.2205788999999
Europe,,1993,1092.038483,267.4514514,550.4667647000001,22.879095,0.032382999999999995,240.4873435,2.284826092,960.6898947000001
Europe,,1994,1090.62825,295.151517,557.1966285,24.01789971,0.0376885,232.16751569999997,2.979235703,952.1283158
Europe,,1995,1093.770026,319.6645034,564.8899094,26.49863146,0.04684,248.36994469999996,3.8630292010000002,976.9412105
Europe,,1996,1093.686439,365.27351830000003,548.0862941,26.68019984,0.053811410999999996,239.2079134,4.828585245,1032.181474
Europe,,1997,1051.356609,415.81818599999997,567.6789719999999,31.66351939,0.06392624400000001,226.6651766,7.295492956,1042.499947
Europe,,1998,1054.519343,447.1679512,593.9041617,36.11504184,0.0870885,232.09229810000002,11.17647914,1033.895566
Europe,,1999,1018.20035,522.8253071,598.1808529,38.09960017,0.091198056,215.5342287,14.24432177,1040.453262
Europe,,2000,1073.284897,557.2271959,617.6635200000001,42.33124829999999,0.13447325,192.96930940000001,22.454714199999998,1048.8206050000001
Europe,,2001,1088.293701,577.5346017999999,612.0409616000001,44.95466864,0.1702025,188.5772789,26.93428666,1082.005867
Europe,,2002,1090.231091,612.939928,563.9424433999999,50.65633618,0.276755006,203.960105,36.42594931,1095.4551720000002
Europe,,2003,1151.561867,670.7788350999999,529.5685025,57.9809708,0.46869774399999997,182.7334506,44.53115229,1104.809786
Europe,,2004,1123.565783,720.2987302,570.1533941,68.80114151,0.751097873,162.32090119999998,59.29678686,1122.65995
Europe,,2005,1115.056553,779.0545965,571.7251909,78.67317876,1.486383246,156.0731457,71.09674937,1110.194654
Europe,,2006,1158.472066,791.9622389,561.9088763999999,89.27725775,2.524087814,143.9048193,83.16413988,1108.070743
Europe,,2007,1174.032553,860.1201751,563.9636046,99.46983003,3.8157048189999996,124.66291799999999,105.71319380000001,1055.812656
Europe,,2008,1095.9676869999998,912.0143578999999,593.0331391,110.04474109999998,7.501071132000001,119.2792461,121.35390149999999,1055.097976
Europe,,2009,1004.344014,847.5087377999998,589.7448745,120.7465527,14.19283506,108.5101648,135.3832286,1004.692726
Europe,,2010,1016.0730390000001,886.1177605,649.8001667999999,136.89093830000002,23.26343602,92.57099413,153.4434969,1032.048072
Europe,,2011,1062.3911150000001,831.9870758999999,569.648632,146.16513559999999,46.71354931,77.47140956,186.65740319999998,1024.165609
Europe,,2012,1116.9900089999999,708.2667671,625.8061066,161.99377130000002,71.86993816,75.74920377,214.83742009999997,998.3669089
Europe,,2013,1088.457867,632.5890102000001,661.6366665,171.7380753,86.93511679999999,65.5223045,248.09391180000003,986.4854372000001
Europe,,2014,1016.207491,595.3305935,644.059662,183.52293319999998,98.83569401,62.62680969,264.813831,992.7019247000002
Europe,,2015,992.5007075,611.046309,635.8995302999999,196.6572063,109.883454,66.05670585,318.8069569,968.2678973999999
Europe,,2016,924.0170724999999,714.2134815000001,651.4348399,201.5577094,113.952463,65.26859382,322.9244416,942.170014
Europe,,2017,890.3837445,785.9671344999999,584.7782318,208.2711957,124.47469440000002,61.88201771,383.9344918,936.1229453999999
Europe,,2018,856.6391874,729.8922554999999,645.2554448,215.0079387,138.55657,56.0763953,402.77510689999997,935.8100693
Europe,,2019,698.6264797,768.1110967,632.5383017000001,220.335262,154.66345869999998,51.78583727,461.58761039999996,928.4674725
Europe (other),,1985,291.3616017,77.4753329,33.01269853,0,0,70.67360088,0,4.053
Europe (other),,1986,285.79435710000007,74.16226123,37.54565288,0,0,75.74840211,0,4.019
Europe (other),,1987,292.43132310000004,73.08768,38.67528844,0,0,68.23362016,0,4.495
Europe (other),,1988,294.8649296,77.09851914,38.68767479,0,0,55.71604941,0,4.135
Europe (other),,1989,305.6363947,83.59630335,35.64239955,0,0,71.04596288,0,4.688
Europe (other),,1990,311.315135,76.92121535,23.28519583,0,0,67.70698148,0,0
Europe (other),,1991,315.1553249,74.34963919,28.50613309,0,0,73.859812,0,0
Europe (other),,1992,296.15961989999994,65.93497664,24.70171436,0,0,64.3738559,0,0
Europe (other),,1993,281.4645828,65.92625141,22.61378139,0,0,59.07284352,0.00042727300000000004,0
Europe (other),,1994,291.39055010000004,70.39021697,25.48877999,0,0,59.44471573,0.000611111,0
Europe (other),,1995,292.9141263,73.05920344,25.601664000000003,0,0,66.04994472,0.000575758,0
Europe (other),,1996,317.4648391,81.28831827,31.92751011,0.0142855,0,66.77031342,0.000585859,0
Europe (other),,1997,303.14760930000006,73.95358597,28.95645402,0.012856999999999999,0,66.97287659,0.000555556,0
Europe (other),,1998,300.07054139999997,85.72803705,29.22175559,0.0142855,0,77.31945759999999,0.000551515,0
Europe (other),,1999,282.47211410000006,103.0480225,31.4153479,0.011802,0,72.68293899,0.0005676769999999999,0
Europe (other),,2000,299.46162730000003,108.8310591,28.05486785,0.011311,0,57.06852497,0.000528283,0
Europe (other),,2001,301.55121089999994,116.8942757,27.22140601,0.0111205,0.000136,61.11191255,0.000509091,0
Europe (other),,2002,303.7481921,132.2347386,27.18613487,0.010448,0.000272,57.79831008,0.000558586,0
Europe (other),,2003,332.77815269999996,145.989173,27.04860335,0.0110195,0.00037200000000000004,53.02213848,0.0030232320000000003,0
Europe (other),,2004,314.55327410000007,151.5050582,31.3273999,0.026295,0.000472,47.62662161,0.007584848000000001,0
Europe (other),,2005,302.30871329999997,154.4281694,32.03152202,0.027092,0.000572,51.10748837,0.011446465,0
Europe (other),,2006,318.6579382,160.3985279,29.92154235,0.030424434,0.000572,46.71141275,0.016139393999999998,0
Europe (other),,2007,323.1072605,165.9862148,25.53957282,0.042457635,0.0009720000000000001,43.19182112,0.016928283,0
Europe (other),,2008,306.291764,165.9938681,27.5240696,0.035104500000000004,0.001172,39.83497504,0.014110101000000002,0
Europe (other),,2009,288.3623683,162.1993935,31.92673189,0.038141805,0.003118101,35.6472578,0.016166667,0
Europe (other),,2010,291.85178360000003,179.004621,40.5520339,0.037162076,0.00592325,33.02809792,0.015731313,0
Europe (other),,2011,293.3344507,174.03741719999996,26.91305216,0.042921,0.015168000000000001,26.82286257,0.015682828,0
Europe (other),,2012,277.8689086,148.42754109999998,27.593106300000002,0.054928288,0.032551247,25.74326954,0.011906061,0
Europe (other),,2013,270.7753796,124.8596814,36.02995678,0.069249937,0.052842999999999994,21.80832365,0.023875757999999997,0
Europe (other),,2014,242.64187290000004,102.7885598,32.56955638,0.06818787700000001,0.10399425,20.90346871,0.037026465,0
Europe (other),,2015,241.60177009999998,124.18993590000002,32.30550619,0.105492721,0.23762049999999998,20.66764868,0.058574626,0
Europe (other),,2016,232.64308709999997,151.3801786,35.70714833,0.120255074,0.31516398100000004,21.51628101,0.08961715099999999,0
Europe (other),,2017,232.6123357,172.2140466,28.77366307,0.168230427,0.3787205,21.6800365,0.29373458199999997,0
Europe (other),,2018,215.81620069999997,157.51433559999998,38.77889129999999,0.19749359,0.25814157600000004,19.53785094,0.627333376,0
Europe (other),,2019,175.6358227,179.09916809999999,34.06605012,0.229191356,0.294001102,19.01039572,1.497692906,0
Falkland Islands,FLK,2000,0,0,0,0,0,0.014,0.0002,0
Falkland Islands,FLK,2001,0,0,0,0,0,0.015,0.0002,0
Falkland Islands,FLK,2002,0,0,0,0,0,0.015,0.0002,0
Falkland Islands,FLK,2003,0,0,0,0,0,0.015,0.00025,0
Falkland Islands,FLK,2004,0,0,0,0,0,0.015,0.00025,0
Falkland Islands,FLK,2005,0,0,0,0,0,0.015,0.00025,0
Falkland Islands,FLK,2006,0,0,0,0,0,0.016,0.0003,0
Falkland Islands,FLK,2007,0,0,0,0,0,0.016,0.0003,0
Falkland Islands,FLK,2008,0,0,0,0,0,0.016,0.002,0
Falkland Islands,FLK,2009,0,0,0,0,0,0.016,0.002,0
Falkland Islands,FLK,2010,0,0,0,0,0,0.011,0.005,0
Falkland Islands,FLK,2011,0,0,0,0,0,0.01,0.006,0
Falkland Islands,FLK,2012,0,0,0,0,0,0.01,0.007,0
Falkland Islands,FLK,2013,0,0,0,0,0,0.012,0.007,0
Falkland Islands,FLK,2014,0,0,0,0,0,0.012,0.007,0
Falkland Islands,FLK,2015,0,0,0,0,0,0.013,0.0064,0
Falkland Islands,FLK,2016,0,0,0,0,0,0.014,0.0073,0
Falkland Islands,FLK,2017,0,0,0,0,0,0.013,0.0065,0
Falkland Islands,FLK,2018,0,0,0,0,0,0.013,0.0067,0
Falkland Islands,FLK,2019,0,0,0,0,0,0.013,0.0067,0
Faroe Islands,,2000,0,0,0.075262,0,0,0.128232,0.000523,0
Faroe Islands,,2001,0,0,0.075195,0,0,0.145474,0.000504,0
Faroe Islands,,2002,0,0,0.095535,0,0,0.134636,0.000553,0
Faroe Islands,,2003,0,0,0.08483,0,0,0.150669,0.002993,0
Faroe Islands,,2004,0,0,0.093443,0,0,0.138204,0.007509,0
Faroe Islands,,2005,0,0,0.097986,0,0,0.127435,0.010332,0
Faroe Islands,,2006,0,0,0.099934,0,0,0.134944,0.014978,0
Faroe Islands,,2007,0,0,0.103407,0,0,0.140254,0.015759,0
Faroe Islands,,2008,0,0,0.094921,0,0,0.156961,0.012969,0
Faroe Islands,,2009,0,0,0.091482,0,0,0.15803,0.015005,0
Faroe Islands,,2010,0,0,0.06676,0,0,0.187383,0.014,0
Faroe Islands,,2011,0,0,0.092,0,0,0.157,0.015,0
Faroe Islands,,2012,0,0,0.099,0,0,0.17,0.011,0
Faroe Islands,,2013,0,0,0.091,0,0,0.169,0.02,0
Faroe Islands,,2014,0,0,0.121,0,0,0.141,0.035,0
Faroe Islands,,2015,0,0,0.132,0,0,0.118,0.056,0
Faroe Islands,,2016,0,0,0.105,0,0,0.149,0.052,0
Faroe Islands,,2017,0,0,0.11,0,0,0.154,0.06,0
Faroe Islands,,2018,0,0,0.107,0,0,0.169,0.0638,0
Faroe Islands,,2019,0,0,0.102,0,0,0.216,0.0638,0
Fiji,FJI,2000,0,0,0.414,0.093,0.0001,0.124,0,0
Fiji,FJI,2001,0,0,0.463,0.08,0.0001,0.131,0,0
Fiji,FJI,2002,0,0,0.45,0.107,0.0001,0.154,0,0
Fiji,FJI,2003,0,0,0.344,0.094,0.0001,0.285,0,0
Fiji,FJI,2004,0,0,0.367,0.104,0.0001,0.282,0,0
Fiji,FJI,2005,0,0,0.339,0.102,0.0001,0.346,0,0
Fiji,FJI,2006,0,0,0.341,0.112,0.0001,0.395,0,0
Fiji,FJI,2007,0,0,0.508,0.085,0.0001,0.256,0.01,0
Fiji,FJI,2008,0,0,0.495,0.089,0.0001,0.27,0.02,0
Fiji,FJI,2009,0,0,0.46,0.071,0.0001,0.31,0.02,0
Fiji,FJI,2010,0,0,0.41,0.067,0.0003,0.415,0.006,0
Fiji,FJI,2011,0,0,0.451,0.073,0.0001,0.34,0.005,0
Fiji,FJI,2012,0,0,0.52,0.061,0.002,0.271,0.007,0
Fiji,FJI,2013,0,0,0.522,0.058,0.002,0.305,0.005,0
Fiji,FJI,2014,0,0,0.397,0.081,0.002496,0.427,0.004,0
Fiji,FJI,2015,0,0,0.402,0.066,0.004385,0.473,0.006,0
Fiji,FJI,2016,0,0,0.491,0.052,0.007025,0.409,0.004,0
Fiji,FJI,2017,0,0,0.486,0.062,0.009409,0.484,0.002,0
Fiji,FJI,2018,0,0,0.561,0.059823,0.012493,0.436,0.0026,0
Fiji,FJI,2019,0,0,0.567,0.057764,0.015,0.423666666666666,0.0026,0
Finland,FIN,2000,8.487,10.131,14.66,8.639025,0.001576,5.309302,0.078,22.479
Finland,FIN,2001,10.614,11.69,13.205,8.271852,0.001715,7.68182,0.07,22.773
Finland,FIN,2002,12.706,11.625,10.776,8.988814,0.001865,8.263498,0.064,22.295
Finland,FIN,2003,19.248,13.848,9.591,9.37928599999999,0.002097,9.187967,0.093,22.731
Finland,FIN,2004,16.497,12.747,15.069615,10.439557,0.002361,7.99649499999999,0.120344,22.716
Finland,FIN,2005,6.497,11.231,13.784,9.512216,0.00263099999999999,5.867786,0.169942,23.271
Finland,FIN,2006,16.325,12.323,11.493691,10.8139399999999,0.00337899999999999,8.033681,0.155641,22.906
Finland,FIN,2007,13.888,10.557,14.177206,9.954877,0.00381099999999999,8.73404399999999,0.188408,23.423
Finland,FIN,2008,8.502,11.033,17.112132,10.4046379999999,0.003944,6.721106,0.26052,22.958
Finland,FIN,2009,11.126,9.819,12.68603,8.733982,0.004317,5.600044,0.276624,23.526
Finland,FIN,2010,14.541,11.262,12.921994,10.974214,0.004739,7.564497,0.294317,22.8
Finland,FIN,2011,9.776,9.447,12.445039,11.244833,0.0053,6.61183,0.481392999999999,23.187
Finland,FIN,2012,7.098,6.732,16.859128,11.1999859999999,0.005749,4.71158,0.494322999999999,22.987
Finland,FIN,2013,10.688,6.788,12.838601,12.010922,0.006452,4.255776,0.773692,23.606
Finland,FIN,2014,7.923,5.521,13.397044,11.758651,0.007752,4.506905,1.10717199999999,23.58
Finland,FIN,2015,5.12,5.195,16.768698,11.419356,0.011311,4.262363,2.327359,23.245
Finland,FIN,2016,6.974,3.738,15.799127,11.522723,0.022066,4.164219,3.068041,23.203
Finland,FIN,2017,5.857,3.3,14.771469,11.861537,0.048513,4.012955,4.795192,22.477
Finland,FIN,2018,5.791,4.195,13.301104,12.9102249999999,0.090225,5.062906,5.838668,22.793
Finland,FIN,2019,4.48663233,4.159466937,12.22515049,12.7382249999999,0.090225,3.949583807,6.126808962,23.802221333
Finland,FIN,2020,3.44324998,3.821802777,15.19017301,10.7382249999999,0.090225,3.280752877,7.667028342,23.2257844329999
Finland,FIN,1985,,,12.33434343,0,0,,0,18.92631579
Finland,FIN,1986,,,12.38989899,0,0,,0,18.94526316
Finland,FIN,1987,,,13.7959596,0,0,,0,19.50947368
Finland,FIN,1988,,,13.36262626,0,0,,0,19.41789474
Finland,FIN,1989,,,13.03030303,0,0,,0,18.95789474
Finland,FIN,1990,,,10.86060606,5.156000000000001,0.0005,,0,19.08210526
Finland,FIN,1991,,,13.1979798,4.999,0.0005,,0.0006,19.37578947
Finland,FIN,1992,,,15.10808081,4.95,0.0006,,0.0024,19.12631579
Finland,FIN,1993,,,13.47373737,5.957999999999999,0.0007,,0.0044,19.78947368
Finland,FIN,1994,,,11.77979798,6.465,0.0008,,0.0072,19.29263158
Finland,FIN,1995,,,12.91707071,6.608,0.0008,,0.0108,19.08210526
Finland,FIN,1996,,,11.82191919,5.888999999999999,0.001,,0.011000000000000001,19.66210526
Finland,FIN,1997,,,11.914040400000001,7.891,0.0012,,0.0166,21.10631579
Finland,FIN,1998,,,14.92585859,9.333,0.0013,,0.023,22.08
Finland,FIN,1999,,,12.67343434,8.363,0.0014,,0.049,23.22105263
France,FRA,2000,27.0039999999999,11.514,66.363249,2.986307,0.005223,12.102,0.04816,415.162
France,FRA,2001,20.478,15.146,74.267427,3.333932999999999,0.006161,10.848,0.131239999999999,421.076
France,FRA,2002,23.658,18.369,60.3966119999999,3.537432999999999,0.00710399999999999,10.637,0.26559,436.76
France,FRA,2003,26.26,19.368,58.9436399999999,3.7173679999999987,0.007767,11.749,0.38775,441.07
France,FRA,2004,24.372,21.049,59.5549349999999,3.7821759999999998,0.00844799999999999,11.108,0.594849999999999,448.241
France,FRA,2005,27.515,23.069,51.479877,3.871894999999999,0.010501,12.772,0.96257,451.529
France,FRA,2006,22.889,21.76,56.3036969999999,3.841265,0.012103,12.253,2.18257999999999,450.191
France,FRA,2007,24.446,21.987,57.604417,4.216292,0.017572,11.738,4.07011,439.73
France,FRA,2008,23.063,21.884,63.653661,4.436119,0.041692,10.632112,5.69421,439.447
France,FRA,2009,21.667,20.503,56.9942,4.578197,0.173971,9.148197,7.91156999999999,409.736
France,FRA,2010,23.359,23.758,62.713617,4.917397,0.62,10.507113,9.94499,428.521
France,FRA,2011,17.807444,29.489144,45.744622,5.575863,2.333802,12.094812,12.371621,442.387763
France,FRA,2012,21.449981,22.753254,59.83183,5.770285999999999,4.42792999999999,12.160755,15.1784,425.406017
France,FRA,2013,23.830994,18.393269,71.922175,6.040992,5.19359,11.01585,16.126736,423.684671
France,FRA,2014,11.2423049999999,13.1628759999999,63.7734089999999,6.472482999999999,6.39147699999999,11.164045,17.323779,436.479009
France,FRA,2015,11.873673,21.1431529999999,55.556272,7.101493,7.753328,11.590929,21.420602,437.427807999999
France,FRA,2016,10.34446,34.967086,60.8392099999999,8.133506,8.65916,11.2530399999999,21.380984,403.195482
France,FRA,2017,12.818153,40.500366,50.001257,8.420927,9.584882,11.782692,24.609437,398.359129
France,FRA,2018,8.412694,30.587768,65.284601,8.945082,10.568737,10.630602,28.599041,412.941811999999
France,FRA,2019,4.412694,37.587768,57.284601,8.945082,12.568737,11.630602,33.599041,398.941811999999
France,FRA,2020,4.275487201,34.245559595,62.064907329,8.786581938,13.190056511,11.526363411,39.231955823,355.19080354
France,FRA,1985,,,62.4533336,1.65215,0,,0,224.1
France,FRA,1986,,,63.010845200000006,1.6628,0,,0,254.155
France,FRA,1987,,,71.0875564,1.7506,0,,0,265.52
France,FRA,1988,,,77.11729040000002,1.77325,0,,0,275.52099999999996
France,FRA,1989,,,46.842294,1.84145,0,,0,303.931
France,FRA,1990,,,53.86600000000001,1.913,0,,0.00027152599999999996,314.08099999999996
France,FRA,1991,,,57.602,2.102,0,,0.000489604,331.34
France,FRA,1992,,,68.956,2.134,0.0014880000000000002,,0.000489604,338.445
France,FRA,1993,,,64.895,1.974,0.0016829999999999998,,0.00240218,368.18800000000005
France,FRA,1994,,,78.794,2.157,0.0018785,,0.004704,359.981
France,FRA,1995,,,73.119,2.329,0.0020399999999999997,,0.0047142,377.231
France,FRA,1996,,,66.044,2.423,0.0026503,,0.0074302,397.34
France,FRA,1997,,,63.763999999999996,2.675,0.0034068000000000006,,0.011128399999999998,395.483
France,FRA,1998,,,62.093,2.653,0.0040885,,0.0194972,387.99
France,FRA,1999,,,72.514,2.853,0.0045475,,0.03694443,394.244
French Guiana,GUF,2000,0,0.29830303030303,0,0,0,0.129696969696969,0,0
French Guiana,GUF,2001,0,0.0383333333333333,0.53,0,0,0.0166666666666666,0,0
French Guiana,GUF,2002,0,0.0397272727272727,0.549,0,0,0.0172727272727272,0,0
French Guiana,GUF,2003,0,0.0418181818181818,0.571,0,0,0.0181818181818181,0,0
French Guiana,GUF,2004,0,0.0432121212121212,0.593,0,0,0.0187878787878787,0,0
French Guiana,GUF,2005,0,0.0453030303030303,0.616,0,0,0.0196969696969697,0,0
French Guiana,GUF,2006,0,0.0466969696969697,0.639,0,0,0.0203030303030303,0,0
French Guiana,GUF,2007,0,0.165878787878787,0.663,0,0,0.0721212121212121,0,0
French Guiana,GUF,2008,0,0.162393939393939,0.689,0,0,0.0706060606060606,0,0
French Guiana,GUF,2009,0,0.221636363636363,0.708,0.001,0.002,0.0963636363636363,0,0
French Guiana,GUF,2010,0,0.248121212121212,0.737,0.008,0.003,0.107878787878787,0,0
French Guiana,GUF,2011,0,0.246727272727272,0.65,0.012,0.037,0.107272727272727,0,0
French Guiana,GUF,2012,0,0.179121212121212,0.556,0.012,0.052,0.0778787878787878,0,0
French Guiana,GUF,2013,0,0.22860606060606,0.49,0.013,0.044,0.0993939393939394,0,0
French Guiana,GUF,2014,0,0.234878787878787,0.5,0.012,0.052,0.102121212121212,0,0
French Guiana,GUF,2015,0,0.246727272727272,0.493,0.012,0.054,0.107272727272727,0,0
French Guiana,GUF,2016,0,0.288545454545454,0.435,0.012,0.052175,0.125454545454545,0,0
French Guiana,GUF,2017,0,0.313636363636363,0.564,0.01,0.051847,0.136363636363636,0,0
French Guiana,GUF,2018,0,0.348484848484848,0.538,0.010452,0.051199,0.151515151515151,0,0
French Guiana,GUF,2019,0,0.38240404040404,0.553,0.00993599999999999,0.05,0.166262626262626,0,0
French Polynesia,PYF,2000,0,0,0.116,0,0,0.273,0,0
French Polynesia,PYF,2001,0,0,0.105,0,0,0.367,0,0
French Polynesia,PYF,2002,0,0,0.131,0,0,0.391,0,0
French Polynesia,PYF,2003,0,0,0.154,0,0,0.418,0,0
French Polynesia,PYF,2004,0,0,0.178,0,0,0.434,0,0
French Polynesia,PYF,2005,0,0,0.177,0,0.002,0.424,0,0
French Polynesia,PYF,2006,0,0,0.198,0,0.002,0.429,0,0
French Polynesia,PYF,2007,0,0,0.22,0,0.003,0.436,0,0
French Polynesia,PYF,2008,0,0,0.209,0,0.003,0.475,0,0
French Polynesia,PYF,2009,0,0,0.208,0,0.003,0.49,0,0
French Polynesia,PYF,2010,0,0,0.273,0,0.004,0.352,0.0003,0
French Polynesia,PYF,2011,0,0,0.223,0,0.007,0.417,0.0003,0
French Polynesia,PYF,2012,0,0,0.197,0,0.019,0.431,0.0003,0
French Polynesia,PYF,2013,0,0,0.152,0,0.023,0.423,0.0003,0
French Polynesia,PYF,2014,0,0,0.166954,0,0.0273,0.384,0.0003,0
French Polynesia,PYF,2015,0,0,0.167012,0,0.0319,0.381,0.0001,0
